fighter1,fighter2,result1,result2,date
Forrest-Petz,Sammy-Morgan,Win,Loss,2006-08-17
Anthony-Torres,Pat-Healy,Win,Loss,2006-08-17
Tito-Ortiz,Ken-Shamrock,Win,Loss,2006-10-10
Kendall-Grove,Chris-Price,Win,Loss,2006-10-10
Jason-MacDonald,Ed-Herman,Win,Loss,2006-10-10
Matt-Hamill,Seth-Petruzelli,Win,Loss,2006-10-10
Nate-Marquardt,Crafton-Wallace,Win,Loss,2006-10-10
Tony-DeSouza,Dustin-Hazelett,Win,Loss,2006-10-10
Rory-Singer,Josh-Haynes,Win,Loss,2006-10-10
Thiago-Alves,John-Alessio,Win,Loss,2006-10-10
Marcus-Davis,Forrest-Petz,Win,Loss,2006-10-10
Matt-Hughes,BJ-Penn,Win,Loss,2006-09-23
Mike-Swick,David-Loiseau,Win,Loss,2006-09-23
Melvin-Guillard,Gabe-Ruediger,Win,Loss,2006-09-23
Rashad-Evans,Jason-Lambert,Win,Loss,2006-09-23
Joe-Lauzon,Jens-Pulver,Win,Loss,2006-09-23
Roger-Huerta,Jason-Dent,Win,Loss,2006-09-23
Eddie-Sanchez,Mario-Neto,Win,Loss,2006-09-23
Jorge-Gurgel,Danny-Abbadi,Win,Loss,2006-09-23
Tyson-Griffin,David-Lee,Win,Loss,2006-09-23
Tim-Sylvia,Andrei-Arlovski,Win,Loss,2006-07-08
Joshua-Burkman,Josh-Neer,Win,Loss,2006-07-08
Tito-Ortiz,Ken-Shamrock,Win,Loss,2006-07-08
Frank-Mir,Dan-Christison,Win,Loss,2006-07-08
Joe-Stevenson,Yves-Edwards,Win,Loss,2006-07-08
Hermes-Franca,Joe-Jordan,Win,Loss,2006-07-08
Jeff-Monson,Anthony-Perosh,Win,Loss,2006-07-08
Cheick-Kongo,Gilbert-Aldana,Win,Loss,2006-07-08
Drew-Fickett,Kurt-Pellegrino,Win,Loss,2006-07-08
Kenny-Florian,Sam-Stout,Win,Loss,2006-06-24
Michael-Bisping,Josh-Haynes,Win,Loss,2006-06-24
Kendall-Grove,Ed-Herman,Win,Loss,2006-06-24
Keith-Jardine,Wilson-Gouveia,Win,Loss,2006-06-24
Rory-Singer,Ross-Pointon,Win,Loss,2006-06-24
Kalib-Starnes,Danny-Abbadi,Win,Loss,2006-06-24
Luigi-Fioravanti,Solomon-Hutcherson,Win,Loss,2006-06-24
Matt-Hamill,Jesse-Forbes,Win,Loss,2006-06-24
Mike-Nickels,Wes-Combs,Win,Loss,2006-06-24
Chuck-Liddell,Renato-Sobral,Win,Loss,2006-08-26
Forrest-Griffin,Stephan-Bonnar,Win,Loss,2006-08-26
Nick-Diaz,Josh-Neer,Win,Loss,2006-08-26
Cheick-Kongo,Christian-Wellisch,Win,Loss,2006-08-26
Hermes-Franca,Jamie-Varner,Win,Loss,2006-08-26
Eric-Schafer,Rob-MacDonald,Win,Loss,2006-08-26
Wilson-Gouveia,Wes-Combs,Win,Loss,2006-08-26
David-Heath,Cory-Walmsley,Win,Loss,2006-08-26
Yushin-Okami,Alan-Belcher,Win,Loss,2006-08-26
Matt-Hughes,Royce-Gracie,Win,Loss,2006-05-27
Dean-Lister,Alessio-Sakara,Win,Loss,2006-05-27
Diego-Sanchez,John-Alessio,Win,Loss,2006-05-27
Brandon-Vera,Assuerio-Silva,Win,Loss,2006-05-27
Mike-Swick,Joe-Riggs,Win,Loss,2006-05-27
Jeremy-Horn,Chael-Sonnen,Win,Loss,2006-05-27
Spencer-Fisher,Matt-Wiman,Win,Loss,2006-05-27
Gabriel-Gonzaga,Fabiano-Scherner,Win,Loss,2006-05-27
Melvin-Guillard,Rick-Davis,Win,Loss,2006-05-27
Jonathan-Goulet,Luke-Cummo,Win,Loss,2006-06-28
Anderson-Silva,Chris-Leben,Win,Loss,2006-06-28
Rashad-Evans,Stephan-Bonnar,Win,Loss,2006-06-28
Mark-Hominick,Jorge-Gurgel,Win,Loss,2006-06-28
Josh-Koscheck,Dave-Menne,Win,Loss,2006-06-28
Jason-Lambert,Branden Lee-Hinkle,Win,Loss,2006-06-28
Jon-Fitch,Thiago-Alves,Win,Loss,2006-06-28
Rob-MacDonald,Kristian-Rothaermel,Win,Loss,2006-06-28
Jorge-Santiago,Justin-Levens,Win,Loss,2006-06-28
Stephan-Bonnar,Keith-Jardine,Win,Loss,2006-04-06
Rashad-Evans,Sam-Hoger,Win,Loss,2006-04-06
Josh-Neer,Joe-Stevenson,Win,Loss,2006-04-06
Chris-Leben,Luigi-Fioravanti,Win,Loss,2006-04-06
Luke-Cummo,Jason-Von Flue,Win,Loss,2006-04-06
Jon-Fitch,Joshua-Burkman,Win,Loss,2006-04-06
Dan-Christison,Brad-Imes,Win,Loss,2006-04-06
Josh-Koscheck,Ansar-Chalangov,Win,Loss,2006-04-06
Chael-Sonnen,Trevor-Prangley,Win,Loss,2006-04-06
Tim-Sylvia,Andrei-Arlovski,Win,Loss,2006-04-15
Sean-Sherk,Nick-Diaz,Win,Loss,2006-04-15
Tito-Ortiz,Forrest-Griffin,Win,Loss,2006-04-15
Evan-Tanner,Justin-Levens,Win,Loss,2006-04-15
Jeff-Monson,Marcio-Cruz,Win,Loss,2006-04-15
Karo-Parisyan,Nick-Thompson,Win,Loss,2006-04-15
David-Terrell,Scott-Smith,Win,Loss,2006-04-15
Jason-Lambert,Terry-Martin,Win,Loss,2006-04-15
Thiago-Alves,Derrick-Noble,Win,Loss,2006-04-15
Tim-Sylvia,Assuerio-Silva,Win,Loss,2006-01-16
Stephan-Bonnar,James-Irvin,Win,Loss,2006-01-16
Joshua-Burkman,Drew-Fickett,Win,Loss,2006-01-16
Chris-Leben,Jorge-Rivera,Win,Loss,2006-01-16
Josh-Neer,Melvin-Guillard,Win,Loss,2006-01-16
Duane-Ludwig,Jonathan-Goulet,Win,Loss,2006-01-16
Spencer-Fisher,Aaron-Riley,Win,Loss,2006-01-16
Jason-Von Flue,Alex-Karalexis,Win,Loss,2006-01-16
Rich-Franklin,David-Loiseau,Win,Loss,2006-03-04
Mike-Swick,Steve-Vigneault,Win,Loss,2006-03-04
Georges-St-Pierre,BJ-Penn,Win,Loss,2006-03-04
Nate-Marquardt,Joe-Doerksen,Win,Loss,2006-03-04
Mark-Hominick,Yves-Edwards,Win,Loss,2006-03-04
Sam-Stout,Spencer-Fisher,Win,Loss,2006-03-04
Jason-Lambert,Rob-MacDonald,Win,Loss,2006-03-04
Tom-Murphy,Icho-Larenas,Win,Loss,2006-03-04
Chuck-Liddell,Randy-Couture,Win,Loss,2006-02-04
Brandon-Vera,Justin-Eilers,Win,Loss,2006-02-04
Marcio-Cruz,Frank-Mir,Win,Loss,2006-02-04
Renato-Sobral,Mike-van Arsdale,Win,Loss,2006-02-04
Joe-Riggs,Nick-Diaz,Win,Loss,2006-02-04
Alessio-Sakara,Elvis-Sinosic,Win,Loss,2006-02-04
Paul-Buentello,Gilbert-Aldana,Win,Loss,2006-02-04
Jeff-Monson,Branden Lee-Hinkle,Win,Loss,2006-02-04
Keith-Jardine,Mike-Whitehead,Win,Loss,2006-02-04
David-Loiseau,Evan-Tanner,Win,Loss,2005-10-03
Chris-Leben,Edwin-DeWees,Win,Loss,2005-10-03
Brandon-Vera,Fabiano-Scherner,Win,Loss,2005-10-03
Drew-Fickett,Josh-Koscheck,Win,Loss,2005-10-03
Spencer-Fisher,Thiago-Alves,Win,Loss,2005-10-03
Jon-Fitch,Brock-Larson,Win,Loss,2005-10-03
Jonathan-Goulet,Jay-Hieron,Win,Loss,2005-10-03
Diego-Sanchez,Nick-Diaz,Win,Loss,2005-11-05
Rashad-Evans,Brad-Imes,Win,Loss,2005-11-05
Joe-Stevenson,Luke-Cummo,Win,Loss,2005-11-05
Kenny-Florian,Kit-Cope,Win,Loss,2005-11-05
Joshua-Burkman,Sammy-Morgan,Win,Loss,2005-11-05
Melvin-Guillard,Marcus-Davis,Win,Loss,2005-11-05
Keith-Jardine,Kerry-Schall,Win,Loss,2005-11-05
Rich-Franklin,Nate-Quarry,Win,Loss,2005-11-19
Gabriel-Gonzaga,Kevin-Jordan,Win,Loss,2005-11-19
Matt-Hughes,Joe-Riggs,Win,Loss,2005-11-19
Georges-St-Pierre,Sean-Sherk,Win,Loss,2005-11-19
Jeremy-Horn,Trevor-Prangley,Win,Loss,2005-11-19
Sam-Hoger,Jeff-Newton,Win,Loss,2005-11-19
Thiago-Alves,Ansar-Chalangov,Win,Loss,2005-11-19
Nick-Thompson,Keith-Wisniewski,Win,Loss,2005-11-19
Andrei-Arlovski,Paul-Buentello,Win,Loss,2005-10-07
Branden Lee-Hinkle,Sean-Gannon,Win,Loss,2005-10-07
Forrest-Griffin,Elvis-Sinosic,Win,Loss,2005-10-07
Renato-Sobral,Chael-Sonnen,Win,Loss,2005-10-07
Joe-Riggs,Chris-Lytle,Win,Loss,2005-10-07
Jorge-Rivera,Dennis-Hallman,Win,Loss,2005-10-07
Marcio-Cruz,Keigo-Kunihara,Win,Loss,2005-10-07
Alessio-Sakara,Ron-Faircloth,No Contest,No Contest,2005-10-07
Chuck-Liddell,Jeremy-Horn,Win,Loss,2005-08-20
Tim-Sylvia,Tra-Telligman,Win,Loss,2005-08-20
Randy-Couture,Mike-van Arsdale,Win,Loss,2005-08-20
Diego-Sanchez,Brian-Gassaway,Win,Loss,2005-08-20
Georges-St-Pierre,Frank-Trigg,Win,Loss,2005-08-20
Matt-Lindland,Joe-Doerksen,Win,Loss,2005-08-20
Trevor-Prangley,Travis-Lutter,Win,Loss,2005-08-20
James-Irvin,Terry-Martin,Win,Loss,2005-08-20
Tito-Ortiz,Patrick-Cote,Win,Loss,2004-10-22
Rich-Franklin,Jorge-Rivera,Win,Loss,2004-10-22
Matt-Hughes,Georges-St-Pierre,Win,Loss,2004-10-22
Frank-Trigg,Renato-Verissimo,Win,Loss,2004-10-22
Evan-Tanner,Robbie-Lawler,Win,Loss,2004-10-22
Ivan-Salaverry,Tony-Fryklund,Win,Loss,2004-10-22
Travis-Lutter,Marvin-Eastman,Win,Loss,2004-10-22
Andrei-Arlovski,Justin-Eilers,Win,Loss,2005-06-04
Karo-Parisyan,Matt-Serra,Win,Loss,2005-06-04
Rich-Franklin,Evan-Tanner,Win,Loss,2005-06-04
Forrest-Griffin,Bill-Mahood,Win,Loss,2005-06-04
Paul-Buentello,Kevin-Jordan,Win,Loss,2005-06-04
Nate-Quarry,Shonie-Carter,Win,Loss,2005-06-04
David-Loiseau,Charles-McCarthy,Win,Loss,2005-06-04
Nick-Diaz,Koji-Oishi,Win,Loss,2005-06-04
Nate-Marquardt,Ivan-Salaverry,Win,Loss,2005-08-06
Chris-Leben,Patrick-Cote,Win,Loss,2005-08-06
Stephan-Bonnar,Sam-Hoger,Win,Loss,2005-08-06
Nate-Quarry,Pete-Sell,Win,Loss,2005-08-06
Josh-Koscheck,Pete-Spratt,Win,Loss,2005-08-06
Mike-Swick,Gideon-Ray,Win,Loss,2005-08-06
Kenny-Florian,Alex-Karalexis,Win,Loss,2005-08-06
Drew-Fickett,Josh-Neer,Win,Loss,2005-08-06
Chuck-Liddell,Randy-Couture,Win,Loss,2005-04-16
Renato-Sobral,Travis-Wiuff,Win,Loss,2005-04-16
Matt-Hughes,Frank-Trigg,Win,Loss,2005-04-16
Matt-Lindland,Travis-Lutter,Win,Loss,2005-04-16
Georges-St-Pierre,Jason-Miller,Win,Loss,2005-04-16
Ivan-Salaverry,Joe-Riggs,Win,Loss,2005-04-16
Joe-Doerksen,Patrick-Cote,Win,Loss,2005-04-16
Mike-van Arsdale,John-Marsh,Win,Loss,2005-04-16
Randy-Couture,Vitor-Belfort,Win,Loss,2004-08-21
Joe-Riggs,Joe-Doerksen,Win,Loss,2004-08-21
Chuck-Liddell,Vernon-White,Win,Loss,2004-08-21
David-Terrell,Matt-Lindland,Win,Loss,2004-08-21
Justin-Eilers,Mike-Kyle,Win,Loss,2004-08-21
Chris-Lytle,Ronald-Jhun,Win,Loss,2004-08-21
Karo-Parisyan,Nick-Diaz,Win,Loss,2004-08-21
Yves-Edwards,Josh-Thomson,Win,Loss,2004-08-21
Rich-Franklin,Ken-Shamrock,Win,Loss,2005-04-09
Forrest-Griffin,Stephan-Bonnar,Win,Loss,2005-04-09
Diego-Sanchez,Kenny-Florian,Win,Loss,2005-04-09
Sam-Hoger,Bobby-Southworth,Win,Loss,2005-04-09
Chris-Leben,Jason-Thacker,Win,Loss,2005-04-09
Josh-Koscheck,Chris-Sanford,Win,Loss,2005-04-09
Nate-Quarry,Lodune-Sincaid,Win,Loss,2005-04-09
Mike-Swick,Alex-Schoenauer,Win,Loss,2005-04-09
Alex-Karalexis,Josh-Rafferty,Win,Loss,2005-04-09
Ken-Shamrock,Kimo-Leopoldo,Win,Loss,2004-06-19
Frank-Trigg,Dennis-Hallman,Win,Loss,2004-06-19
Frank-Mir,Tim-Sylvia,Win,Loss,2004-06-19
Matt-Hughes,Renato-Verissimo,Win,Loss,2004-06-19
Evan-Tanner,Phil-Baroni,Win,Loss,2004-06-19
Matt-Serra,Ivan-Menjivar,Win,Loss,2004-06-19
Georges-St-Pierre,Jay-Hieron,Win,Loss,2004-06-19
Trevor-Prangley,Curtis-Stout,Win,Loss,2004-06-19
Tito-Ortiz,Vitor-Belfort,Win,Loss,2005-02-05
Pete-Sell,Phil-Baroni,Win,Loss,2005-02-05
Andrei-Arlovski,Tim-Sylvia,Win,Loss,2005-02-05
Evan-Tanner,David-Terrell,Win,Loss,2005-02-05
Paul-Buentello,Justin-Eilers,Win,Loss,2005-02-05
Mike-Kyle,James-Irvin,Win,Loss,2005-02-05
David-Loiseau,Gideon-Ray,Win,Loss,2005-02-05
Karo-Parisyan,Chris-Lytle,Win,Loss,2005-02-05
Nick-Diaz,Drew-Fickett,Win,Loss,2005-02-05
Tim-Sylvia,Ricco-Rodriguez,Win,Loss,2003-02-28
Frank-Mir,David-Abbott,Win,Loss,2003-02-28
BJ-Penn,Caol-Uno,Draw,Draw,2003-02-28
Matt-Lindland,Phil-Baroni,Win,Loss,2003-02-28
Vladimir-Matyushenko,Pedro-Rizzo,Win,Loss,2003-02-28
Din-Thomas,Matt-Serra,Win,Loss,2003-02-28
Gan-McGee,Alexandre-Dantas,Win,Loss,2003-02-28
Yves-Edwards,Rich-Clementi,Win,Loss,2003-02-28
Vitor-Belfort,Randy-Couture,Win,Loss,2004-01-31
Renato-Verissimo,Carlos-Newton,Win,Loss,2004-01-31
BJ-Penn,Matt-Hughes,Win,Loss,2004-01-31
Frank-Mir,Wes-Sims,Win,Loss,2004-01-31
Lee-Murray,Jorge-Rivera,Win,Loss,2004-01-31
Georges-St-Pierre,Karo-Parisyan,Win,Loss,2004-01-31
Josh-Thomson,Hermes-Franca,Win,Loss,2004-01-31
Matt-Serra,Jeff-Curran,Win,Loss,2004-01-31
Chuck-Liddell,Tito-Ortiz,Win,Loss,2004-04-02
Chris-Lytle,Tiki-Ghosn,Win,Loss,2004-04-02
Yves-Edwards,Hermes-Franca,Win,Loss,2004-04-02
Andrei-Arlovski,Wesley-Correira,Win,Loss,2004-04-02
Nick-Diaz,Robbie-Lawler,Win,Loss,2004-04-02
Mike-Kyle,Wes-Sims,Win,Loss,2004-04-02
Jonathan-Wiezorek,Wade-Shipp,Win,Loss,2004-04-02
Genki-Sudo,Mike-Brown,Win,Loss,2004-04-02
Matt-Hughes,Frank-Trigg,Win,Loss,2003-11-21
Matt-Lindland,Falaniko-Vitale,Win,Loss,2003-11-21
Wesley-Correira,David-Abbott,Win,Loss,2003-11-21
Evan-Tanner,Phil-Baroni,Win,Loss,2003-11-21
Robbie-Lawler,Chris-Lytle,Win,Loss,2003-11-21
Pedro-Rizzo,Ricco-Rodriguez,Win,Loss,2003-11-21
Keith-Rockel,Chris-Liguori,Win,Loss,2003-11-21
Yves-Edwards,Nick-Agallar,Win,Loss,2003-11-21
Randy-Couture,Chuck-Liddell,Win,Loss,2003-06-06
Kimo-Leopoldo,David-Abbott,Win,Loss,2003-06-06
Vitor-Belfort,Marvin-Eastman,Win,Loss,2003-06-06
Vernon-White,Ian-Freeman,Draw,Draw,2003-06-06
Frank-Mir,Wes-Sims,Win,Loss,2003-06-06
Yves-Edwards,Eddie-Ruiz,Win,Loss,2003-06-06
Falaniko-Vitale,Matt-Lindland,Win,Loss,2003-06-06
Pedro-Rizzo,Tra-Telligman,Win,Loss,2003-06-06
Tito-Ortiz,Ken-Shamrock,Win,Loss,2002-11-22
Chuck-Liddell,Renato-Sobral,Win,Loss,2002-11-22
Matt-Hughes,Gil-Castillo,Win,Loss,2002-11-22
Carlos-Newton,Pete-Spratt,Win,Loss,2002-11-22
Robbie-Lawler,Tiki-Ghosn,Win,Loss,2002-11-22
Andrei-Arlovski,Ian-Freeman,Win,Loss,2002-11-22
Vladimir-Matyushenko,Travis-Wiuff,Win,Loss,2002-11-22
Phillip-Miller,Mark-Weir,Win,Loss,2002-11-22
Matt-Hughes,Sean-Sherk,Win,Loss,2003-04-25
Pete-Spratt,Robbie-Lawler,Win,Loss,2003-04-25
Dave-Strasser,Romie-Aram,Win,Loss,2003-04-25
Wesley-Correira,Sean-Alvarez,Win,Loss,2003-04-25
Rich-Franklin,Evan-Tanner,Win,Loss,2003-04-25
Duane-Ludwig,Genki-Sudo,Win,Loss,2003-04-25
Hermes-Franca,Richard-Crunkilton,Win,Loss,2003-04-25
David-Loiseau,Mark-Weir,Win,Loss,2003-04-25
Chuck-Liddell,Vitor-Belfort,Win,Loss,2002-06-22
Benji-Radach,Nick-Serra,Win,Loss,2002-06-22
Pete-Spratt,Zach-Light,Win,Loss,2002-06-22
Robbie-Lawler,Steve-Berger,Win,Loss,2002-06-22
Tony-Fryklund,Rodrigo-Ruas,Win,Loss,2002-06-22
Yves-Edwards,Joao-Pierini,Win,Loss,2002-06-22
Ricco-Rodriguez,Randy-Couture,Win,Loss,2002-09-27
Tim-Sylvia,Wesley-Correira,Win,Loss,2002-09-27
BJ-Penn,Matt-Serra,Win,Loss,2002-09-27
Caol-Uno,Din-Thomas,Win,Loss,2002-09-27
Gan-McGee,Pedro-Rizzo,Win,Loss,2002-09-27
Phil-Baroni,Dave-Menne,Win,Loss,2002-09-27
Matt-Lindland,Ivan-Salaverry,Win,Loss,2002-09-27
Sean-Sherk,Benji-Radach,Win,Loss,2002-09-27
Randy-Couture,Tito-Ortiz,Win,Loss,2003-09-26
Andrei-Arlovski,Vladimir-Matyushenko,Win,Loss,2003-09-26
Tim-Sylvia,Gan-McGee,Win,Loss,2003-09-26
Jorge-Rivera,David-Loiseau,Win,Loss,2003-09-26
Rich-Franklin,Edwin-DeWees,Win,Loss,2003-09-26
Karo-Parisyan,Dave-Strasser,Win,Loss,2003-09-26
Josh-Thomson,Gerald-Strebendt,Win,Loss,2003-09-26
Nick-Diaz,Jeremy-Jackson,Win,Loss,2003-09-26
Hermes-Franca,Caol-Uno,Win,Loss,2003-09-26
Jens-Pulver,BJ-Penn,Win,Loss,2002-01-11
Ricco-Rodriguez,Jeff-Monson,Win,Loss,2002-01-11
Murilo-Bustamante,Dave-Menne,Win,Loss,2002-01-11
Chuck-Liddell,Amar-Suloev,Win,Loss,2002-01-11
Andrei-Semenov,Ricardo-Almeida,Win,Loss,2002-01-11
Kevin-Randleman,Renato-Sobral,Win,Loss,2002-01-11
Gil-Castillo,Chris-Brennan,Win,Loss,2002-01-11
Eugene-Jackson,Keith-Rockel,Win,Loss,2002-01-11
Murilo-Bustamante,Matt-Lindland,Win,Loss,2002-05-10
Ricco-Rodriguez,Tsuyoshi-Kohsaka,Win,Loss,2002-05-10
BJ-Penn,Paul-Creighton,Win,Loss,2002-05-10
Phil-Baroni,Amar-Suloev,Win,Loss,2002-05-10
Caol-Uno,Yves-Edwards,Win,Loss,2002-05-10
Ivan-Salaverry,Andrei-Semenov,Win,Loss,2002-05-10
Benji-Radach,Steve-Berger,No Contest,No Contest,2002-05-10
Robbie-Lawler,Aaron-Riley,Win,Loss,2002-05-10
Josh-Barnett,Randy-Couture,Win,Loss,2002-03-22
Pedro-Rizzo,Andrei-Arlovski,Win,Loss,2002-03-22
Matt-Hughes,Hayato-Sakurai,Win,Loss,2002-03-22
Matt-Lindland,Pat-Miletich,Win,Loss,2002-03-22
Evan-Tanner,Elvis-Sinosic,Win,Loss,2002-03-22
Frank-Mir,Pete-Williams,Win,Loss,2002-03-22
Matt-Serra,Kelly-Dullanty,Win,Loss,2002-03-22
Sean-Sherk,Jutaro-Nakao,Win,Loss,2002-03-22
Matt-Hughes,Carlos-Newton,Win,Loss,2002-07-13
Ian-Freeman,Frank-Mir,Win,Loss,2002-07-13
Mark-Weir,Eugene-Jackson,Win,Loss,2002-07-13
Genki-Sudo,Leigh-Remedios,Win,Loss,2002-07-13
Phillip-Miller,James-Zikic,Win,Loss,2002-07-13
Renato-Sobral,Elvis-Sinosic,Win,Loss,2002-07-13
Evan-Tanner,Chris-Haseman,Win,Loss,2002-07-13
Randy-Couture,Pedro-Rizzo,Win,Loss,2001-11-02
Ricco-Rodriguez,Pete-Williams,Win,Loss,2001-11-02
Matt-Hughes,Carlos-Newton,Win,Loss,2001-11-02
BJ-Penn,Caol-Uno,Win,Loss,2001-11-02
Josh-Barnett,Bobby-Hoffman,Win,Loss,2001-11-02
Evan-Tanner,Homer-Moore,Win,Loss,2001-11-02
Matt-Lindland,Phil-Baroni,Win,Loss,2001-11-02
Frank-Mir,Roberto-Traven,Win,Loss,2001-11-02
Tito-Ortiz,Elvis-Sinosic,Win,Loss,2001-06-29
BJ-Penn,Din-Thomas,Win,Loss,2001-06-29
Josh-Barnett,Semmy-Schilt,Win,Loss,2001-06-29
Pat-Miletich,Shonie-Carter,Win,Loss,2001-06-29
Caol-Uno,Fabiano-Iha,Win,Loss,2001-06-29
Vladimir-Matyushenko,Yuki-Kondo,Win,Loss,2001-06-29
Ricco-Rodriguez,Andrei-Arlovski,Win,Loss,2001-06-29
Tony-DeSouza,Paul-Rodriguez,Win,Loss,2001-06-29
Tito-Ortiz,Vladimir-Matyushenko,Win,Loss,2001-09-28
Jens-Pulver,Dennis-Hallman,Win,Loss,2001-09-28
Chuck-Liddell,Murilo-Bustamante,Win,Loss,2001-09-28
Matt-Serra,Yves-Edwards,Win,Loss,2001-09-28
Dave-Menne,Gil-Castillo,Win,Loss,2001-09-28
Jutaro-Nakao,Tony-DeSouza,Win,Loss,2001-09-28
Ricardo-Almeida,Eugene-Jackson,Win,Loss,2001-09-28
Din-Thomas,Fabiano-Iha,Win,Loss,2001-09-28
Tito-Ortiz,Yuki-Kondo,Win,Loss,2000-12-16
Pat-Miletich,Kenichi-Yamamoto,Win,Loss,2000-12-16
Matt-Lindland,Yoji-Anjo,Win,Loss,2000-12-16
Fabiano-Iha,Daiju-Takase,Win,Loss,2000-12-16
Evan-Tanner,Lance-Gibson,Win,Loss,2000-12-16
Dennis-Hallman,Matt-Hughes,Win,Loss,2000-12-16
Chuck-Liddell,Jeff-Monson,Win,Loss,2000-12-16
Randy-Couture,Pedro-Rizzo,Win,Loss,2001-05-04
Carlos-Newton,Pat-Miletich,Win,Loss,2001-05-04
Chuck-Liddell,Kevin-Randleman,Win,Loss,2001-05-04
Shonie-Carter,Matt-Serra,Win,Loss,2001-05-04
Semmy-Schilt,Pete-Williams,Win,Loss,2001-05-04
Matt-Lindland,Ricardo-Almeida,Win,Loss,2001-05-04
BJ-Penn,Joey-Gilbert,Win,Loss,2001-05-04
Tony-DeSouza,Steve-Berger,Win,Loss,2001-05-04
Kevin-Randleman,Pedro-Rizzo,Win,Loss,2000-06-09
Tyrone-Roberts,David-Dodd,Win,Loss,2000-06-09
Pat-Miletich,John-Alessio,Win,Loss,2000-06-09
Amaury-Bitetti,Alex-Andrade,Win,Loss,2000-06-09
Matt-Hughes,Marcelo-Aguiar,Win,Loss,2000-06-09
Jens-Pulver,Joao-Roque,Win,Loss,2000-06-09
Ian-Freeman,Nate-Schroeder,Win,Loss,2000-06-09
Shonie-Carter,Adrian-Serrano,Win,Loss,2000-06-09
Tito-Ortiz,Wanderlei-Silva,Win,Loss,2000-04-14
Murilo-Bustamante,Yoji-Anjo,Win,Loss,2000-04-14
Sanae-Kikuta,Eugene-Jackson,Win,Loss,2000-04-14
Ron-Waterman,Satoshi-Honma,Win,Loss,2000-04-14
Ikuhisa-Minowa,Joe-Slick,Win,Loss,2000-04-14
Laverne-Clark,Koji-Oishi,Win,Loss,2000-04-14
Pedro-Rizzo,Dan-Severn,Win,Loss,2000-09-22
Maurice-Smith,Bobby-Hoffman,Win,Loss,2000-09-22
Jeremy-Horn,Eugene-Jackson,Win,Loss,2000-09-22
Fabiano-Iha,Laverne-Clark,Win,Loss,2000-09-22
Yuki-Kondo,Alexandre-Dantas,Win,Loss,2000-09-22
Ian-Freeman,Tedd-Williams,Win,Loss,2000-09-22
Jeff-Monson,Tim-Lajcik,Win,Loss,2000-09-22
Brad-Gumm,CJ-Fernandes,Draw,Draw,2000-09-22
Randy-Couture,Kevin-Randleman,Win,Loss,2000-11-17
Renato-Sobral,Maurice-Smith,Win,Loss,2000-11-17
Josh-Barnett,Gan-McGee,Win,Loss,2000-11-17
Andrei-Arlovski,Aaron-Brink,Win,Loss,2000-11-17
Jens-Pulver,John-Lewis,Win,Loss,2000-11-17
Mark-Hughes,Alex-Stiebling,Win,Loss,2000-11-17
Ben-Earwood,Chris-Lytle,Win,Loss,2000-11-17
Kevin-Randleman,Pete-Williams,Win,Loss,1999-11-19
Pedro-Rizzo,Tsuyoshi-Kohsaka,Win,Loss,1999-11-19
Kenichi-Yamamoto,Katsuhisa-Fujii,Win,Loss,1999-11-19
Joe-Slick,Jason-DeLucia,Win,Loss,1999-11-19
Eugene-Jackson,Keiichiro-Yamamiya,Win,Loss,1999-11-19
Kenichi-Yamamoto,Daiju-Takase,Win,Loss,1999-11-19
Katsuhisa-Fujii,Masutatsu-Yano,Win,Loss,1999-11-19
Tedd-Williams,Steve-Judson,Win,Loss,2000-03-10
Lance-Gibson,Jermaine-Andre,Win,Loss,2000-03-10
Dave-Menne,Fabiano-Iha,Win,Loss,2000-03-10
Bob-Cook,Tiki-Ghosn,Win,Loss,2000-03-10
Jens-Pulver,David-Velasquez,Win,Loss,2000-03-10
Scott-Adams,Ian-Freeman,Win,Loss,2000-03-10
Shonie-Carter,Brad-Gumm,Win,Loss,2000-03-10
Maurice-Smith,Marco-Ruas,Win,Loss,1999-07-16
Pat-Miletich,Andre-Pederneiras,Win,Loss,1999-07-16
Jeremy-Horn,Daiju-Takase,Win,Loss,1999-07-16
Paul-Jones,Flavio Luiz-Moura,Win,Loss,1999-07-16
Tsuyoshi-Kohsaka,Tim-Lajcik,Win,Loss,1999-07-16
Eugene-Jackson,Royce-Alger,Win,Loss,1999-07-16
Andre-Roberts,Ron-Waterman,Win,Loss,1999-07-16
Travis-Fulton,David-Dodd,Win,Loss,1999-07-16
Frank-Shamrock,Tito-Ortiz,Win,Loss,1999-09-24
Tim-Lajcik,Ron-Waterman,Draw,Draw,1999-09-24
Jeremy-Horn,Jason-Godsey,Win,Loss,1999-09-24
Brad-Kohler,Steve-Judson,Win,Loss,1999-09-24
Chuck-Liddell,Paul-Jones,Win,Loss,1999-09-24
Matt-Hughes,Valeri-Ignatov,Win,Loss,1999-09-24
John-Lewis,Lowell-Anderson,Win,Loss,1999-09-24
Jens-Pulver,Alfonso-Alcarez,Draw,Draw,1999-09-24
Bas-Rutten,Kevin-Randleman,Win,Loss,1999-05-07
Pedro-Rizzo,Tra-Telligman,Win,Loss,1999-05-07
Pete-Williams,Travis-Fulton,Win,Loss,1999-05-07
Wanderlei-Silva,Tony-Petarra,Win,Loss,1999-05-07
Marcelo-Mello,David-Roberts,Win,Loss,1999-05-07
